Leeftijd,Gewicht,Brandstof,Aantal zitplaatsen,Aantal wielen,Aantal deuren,Voertuigsoort
6,1965,Benzine,5,4,4,Personenauto
2,15196,Diesel,58,6,4,Bus
2,1285,Diesel,5,4,4,Personenauto
21,1200,Geen,0,2,0,Aanhangwagen
1,222,Benzine,2,2,0,Motorfiets
12,174,Benzine,2,2,0,Motorfiets
7,247,Benzine,2,2,0,Motorfiets
6,830,Benzine,5,4,5,Personenauto
8,955,Benzine,5,4,4,Personenauto
12,735,Geen,0,2,0,Aanhangwagen
15,1032,Benzine,5,4,4,Personenauto
16,580,Geen,0,2,0,Aanhangwagen
7,1045,Benzine,5,4,4,Personenauto
14,209,Benzine,2,2,0,Motorfiets
12,13600,Diesel,51,4,2,Bus
0,1060,Elektriciteit,5,4,4,Personenauto
19,1207,Benzine,5,4,4,Personenauto
20,1040,Benzine,5,4,4,Personenauto
5,120,Benzine,1,2,0,Motorfiets
22,1080,Geen,0,2,0,Aanhangwagen
3,208,Benzine,2,2,0,Motorfiets
0,205,Benzine,2,2,0,Motorfiets
4,223,Benzine,2,2,0,Motorfiets
16,750,Benzine,5,4,4,Personenauto
23,750,Geen,0,2,0,Aanhangwagen
10,196,Benzine,2,2,0,Motorfiets
1,14900,Elektriciteit,44,6,3,Bus
10,16650,Diesel,63,6,6,Bus
29,719,Geen,0,2,0,Aanhangwagen
4,239,Benzine,2,2,0,Motorfiets
10,220,Benzine,2,2,0,Motorfiets
4,156,Benzine,2,2,0,Motorfiets
9,1245,Benzine,5,4,4,Personenauto
28,250,Geen,0,2,0,Aanhangwagen
25,1100,Geen,0,2,0,Aanhangwagen
15,401,Geen,0,2,0,Aanhangwagen
34,466,Geen,0,2,0,Aanhangwagen
7,930,Benzine,4,4,4,Personenauto
20,1660,Benzine,5,4,4,Personenauto
25,205,Geen,0,2,0,Aanhangwagen
12,165,Benzine,2,2,0,Motorfiets
2,9200,Diesel,37,6,3,Bus
14,181,Benzine,2,2,0,Motorfiets
19,486,Geen,0,2,0,Aanhangwagen
14,970,Geen,0,2,0,Aanhangwagen
9,829,Benzine,4,4,4,Personenauto
5,18450,Diesel,91,8,2,Bus
20,1081,Geen,0,6,0,Aanhangwagen
23,1011,Benzine,5,4,4,Personenauto
31,860,Geen,0,2,0,Aanhangwagen
3,153,Benzine,2,2,0,Motorfiets
19,210,Benzine,2,2,0,Motorfiets
10,1395,Geen,0,2,0,Aanhangwagen
5,13486,Diesel,51,4,3,Bus
4,269,Benzine,2,2,0,Motorfiets
13,218,Benzine,2,2,0,Motorfiets
2,9200,Diesel,37,6,3,Bus
3,232,Benzine,2,2,0,Motorfiets
17,2780,Geen,0,2,0,Aanhangwagen
10,839,Benzine,4,4,2,Personenauto
24,360,Geen,0,2,0,Aanhangwagen
10,212,Benzine,2,2,0,Motorfiets
18,815,Geen,0,2,0,Aanhangwagen
5,1030,Benzine,5,4,4,Personenauto
18,280,Geen,0,2,0,Aanhangwagen
3,1354,Benzine,5,4,5,Personenauto
7,1235,Benzine,5,4,4,Personenauto
3,16531,Diesel,54,8,4,Bus
11,8876,Diesel,42,4,3,Bus
4,15470,Diesel,61,8,2,Bus
3,1365,Benzine,5,4,4,Personenauto
6,199,Benzine,2,2,0,Motorfiets
7,12356,Diesel,48,4,2,Bus
12,11500,Diesel,41,4,4,Bus
7,1155,Benzine,5,4,4,Personenauto
14,194,Benzine,2,2,0,Motorfiets
4,18880,Diesel,83,8,2,Bus
6,13325,Diesel,51,6,2,Bus
13,1165,Benzine,5,4,4,Personenauto
1,1635,Benzine,5,4,4,Personenauto
0,895,Benzine,4,4,5,Personenauto
16,214,Benzine,2,2,0,Motorfiets
12,720,Geen,0,2,0,Aanhangwagen
19,997,Benzine,5,4,4,Personenauto
5,1063,Benzine,5,4,5,Personenauto
15,201,Benzine,2,2,0,Motorfiets
0,1539,Elektriciteit,5,4,5,Personenauto
13,460,Geen,0,2,0,Aanhangwagen
3,221,Benzine,2,2,0,Motorfiets
11,151,Benzine,2,2,0,Motorfiets
14,12700,Diesel,59,4,5,Bus
2,272,Benzine,2,2,0,Motorfiets
25,371,Geen,0,2,0,Aanhangwagen
37,1918,Benzine,5,4,4,Personenauto
6,1499,Elektriciteit,5,4,5,Personenauto
2,12455,Elektriciteit,39,6,4,Bus
5,1178,Benzine,5,4,5,Personenauto
2,1269,Benzine,5,4,5,Personenauto
9,1795,Diesel,5,4,4,Personenauto
14,1130,Geen,0,2,0,Aanhangwagen
15,620,Geen,0,2,0,Aanhangwagen
7,125,Benzine,2,2,0,Motorfiets
15,211,Benzine,2,2,0,Motorfiets
2,815,Benzine,4,4,4,Personenauto
4,237,Benzine,2,2,0,Motorfiets
0,1460,Benzine,5,4,4,Personenauto
13,209,Benzine,2,2,0,Motorfiets
12,202,Benzine,2,2,0,Motorfiets
40,138,Benzine,2,2,0,Motorfiets
14,16080,Diesel,63,6,2,Bus
7,221,Benzine,2,2,0,Motorfiets
15,2770,Diesel,4,4,3,Personenauto
9,820,Benzine,5,4,4,Personenauto
16,214,Benzine,2,2,0,Motorfiets
3,210,Benzine,2,2,0,Motorfiets
11,988,Benzine,5,4,2,Personenauto
10,189,Benzine,2,2,0,Motorfiets
23,820,Benzine,5,4,2,Personenauto
42,656,Geen,0,2,0,Aanhangwagen
2,11855,CNG,36,6,2,Bus
6,2187,Elektriciteit,7,4,5,Personenauto
3,9200,Diesel,43,6,3,Bus
8,1120,Diesel,5,4,4,Personenauto
9,289,Benzine,2,2,0,Motorfiets
10,435,Geen,0,4,0,Aanhangwagen
8,16306,Diesel,42,6,2,Bus
17,1294,Benzine,5,4,4,Personenauto
1,13650,Elektriciteit,44,6,4,Bus
13,183,Benzine,2,2,0,Motorfiets
3,1279,Benzine,5,4,5,Personenauto
55,187,Benzine,2,2,0,Motorfiets
1,238,Benzine,2,2,0,Motorfiets
2,1515,Elektriciteit,5,4,5,Personenauto
6,113,Benzine,1,2,0,Motorfiets
11,17715,Diesel,56,6,4,Bus
15,15467,Diesel,34,6,3,Bus
2,12455,Elektriciteit,39,6,4,Bus
10,1485,Benzine,5,4,4,Personenauto
19,19000,Diesel,86,6,2,Bus
10,1235,Benzine,4,4,2,Personenauto
1,166,Benzine,2,2,0,Motorfiets
30,139,Benzine,2,2,0,Motorfiets
8,225,Benzine,2,2,0,Motorfiets
15,191,Benzine,2,2,0,Motorfiets
5,175,Benzine,2,2,0,Motorfiets
1,13650,Elektriciteit,44,6,4,Bus
43,619,Geen,0,2,0,Aanhangwagen
11,430,Geen,0,2,0,Aanhangwagen
6,196,Benzine,2,2,0,Motorfiets
9,282,Benzine,2,2,0,Motorfiets
18,165,Benzine,2,2,0,Motorfiets
42,9100,Diesel,79,4,2,Bus
9,200,Benzine,2,2,0,Motorfiets
29,513,Geen,0,2,0,Aanhangwagen
19,1080,Benzine,5,4,4,Personenauto
22,1436,Benzine,5,4,4,Personenauto
33,716,Geen,0,2,0,Aanhangwagen
13,890,Geen,0,2,0,Aanhangwagen
22,1053,Geen,0,2,0,Aanhangwagen
10,121,Benzine,2,2,0,Motorfiets
1,21285,Elektriciteit,45,10,6,Bus
6,815,Benzine,4,4,4,Personenauto
15,190,Benzine,2,2,0,Motorfiets
12,1293,Benzine,5,4,4,Personenauto
22,295,Geen,0,2,0,Aanhangwagen
9,1437,Benzine,5,4,4,Personenauto
12,17950,CNG,42,6,4,Bus
8,1325,Benzine,5,4,4,Personenauto
12,18010,Elektriciteit,49,6,6,Bus
6,196,Benzine,2,2,0,Motorfiets
16,1060,Geen,0,2,0,Aanhangwagen
12,420,Geen,0,2,0,Aanhangwagen
4,13665,Diesel,55,6,2,Bus
21,840,Geen,0,2,0,Aanhangwagen
2,1584,Elektriciteit,5,4,4,Personenauto
25,760,Geen,0,2,0,Aanhangwagen
20,4520,Geen,0,2,0,Aanhangwagen
12,1787,Benzine,5,4,4,Personenauto
41,682,Geen,0,2,0,Aanhangwagen
8,11500,Diesel,34,4,3,Bus
8,1309,Benzine,5,4,4,Personenauto
20,1040,Geen,0,2,0,Aanhangwagen
18,2470,Geen,0,2,0,Aanhangwagen
2,225,Benzine,2,2,0,Motorfiets
18,239,Benzine,2,2,0,Motorfiets
22,646,Geen,0,2,0,Aanhangwagen
4,1325,Benzine,5,4,5,Personenauto
15,179,Benzine,2,2,0,Motorfiets
5,11280,Diesel,41,6,4,Bus
6,1060,Benzine,5,4,4,Personenauto
8,16306,Diesel,42,6,6,Bus
9,1745,Elektriciteit,5,4,4,Personenauto
4,9150,Diesel,41,6,4,Bus
10,830,Benzine,5,4,4,Personenauto
27,827,Geen,0,2,0,Aanhangwagen
11,185,Benzine,2,2,0,Motorfiets
1,13650,Elektriciteit,44,6,4,Bus
2,1275,Benzine,5,4,4,Personenauto
16,8815,Diesel,41,4,2,Bus
1,233,Benzine,2,2,0,Motorfiets
7,1600,Geen,0,4,0,Aanhangwagen
12,12350,CNG,32,4,2,Bus
20,1065,Geen,0,2,0,Aanhangwagen
11,509,Geen,0,4,0,Aanhangwagen
15,1270,Geen,0,2,0,Aanhangwagen
2,20515,Elektriciteit,49,10,6,Bus
17,218,Benzine,2,2,0,Motorfiets
10,187,Benzine,2,2,0,Motorfiets
4,1725,Diesel,5,4,4,Personenauto
16,1437,Benzine,5,4,4,Personenauto
9,1400,Benzine,5,4,4,Personenauto
23,876,Geen,0,2,0,Aanhangwagen
5,1398,Benzine,5,4,5,Personenauto
33,299,Geen,0,2,0,Aanhangwagen
37,754,Geen,0,2,0,Aanhangwagen
18,1280,Benzine,5,4,4,Personenauto
0,216,Benzine,2,2,0,Motorfiets
18,1090,Geen,0,2,0,Aanhangwagen
11,960,Benzine,5,4,4,Personenauto
13,219,Benzine,2,2,0,Motorfiets
13,17910,Diesel,83,6,3,Bus
4,1601,Elektriciteit,5,4,5,Personenauto
5,195,Benzine,2,2,0,Motorfiets
10,10950,Diesel,34,4,2,Bus
11,650,Geen,0,2,0,Aanhangwagen
2,12060,CNG,36,6,2,Bus
0,1758,Benzine,7,4,5,Personenauto
14,16080,Diesel,63,6,2,Bus
5,1070,Elektriciteit,5,4,5,Personenauto
17,183,Benzine,2,2,0,Motorfiets
1,13650,Elektriciteit,44,6,4,Bus
2,1065,Benzine,5,4,5,Personenauto
7,12400,Diesel,48,4,2,Bus
18,870,Benzine,5,4,2,Personenauto
26,398,Geen,0,2,0,Aanhangwagen
25,15020,Diesel,57,6,2,Bus
12,219,Benzine,2,2,0,Motorfiets
14,1080,Benzine,4,4,2,Personenauto
5,214,Benzine,2,2,0,Motorfiets
1,1485,Elektriciteit,5,4,4,Personenauto
2,830,Benzine,4,4,5,Personenauto
13,307,Benzine,2,2,0,Motorfiets
15,836,Benzine,5,4,4,Personenauto
23,1295,Benzine,5,4,4,Personenauto
26,895,Geen,0,2,0,Aanhangwagen
5,13841,Diesel,57,6,2,Bus
15,200,Benzine,2,2,0,Motorfiets
21,800,Geen,0,2,0,Aanhangwagen
0,12740,Diesel,52,6,2,Bus
2,13500,Diesel,57,6,2,Bus
9,1134,Benzine,5,4,4,Personenauto
14,240,Benzine,2,2,0,Motorfiets
12,12550,CNG,32,4,2,Bus
20,1050,Geen,0,2,0,Aanhangwagen
5,11477,Diesel,44,4,2,Bus
6,850,Geen,0,2,0,Aanhangwagen
4,839,Benzine,5,4,5,Personenauto
26,880,Geen,0,2,0,Aanhangwagen
11,905,Benzine,5,4,4,Personenauto
13,1063,Geen,0,4,0,Aanhangwagen
6,16500,Diesel,63,6,3,Bus
2,1310,Benzine,5,4,4,Personenauto
2,208,Benzine,2,2,0,Motorfiets
4,14486,Diesel,39,6,3,Bus
9,213,Benzine,2,2,0,Motorfiets
4,12865,Diesel,46,6,2,Bus
14,15750,Diesel,63,6,2,Bus
8,1180,Diesel,5,4,5,Personenauto
26,890,Geen,0,2,0,Aanhangwagen
5,2180,Elektriciteit,7,4,5,Personenauto
0,1296,Diesel,5,4,4,Personenauto
28,1898,Geen,0,2,0,Aanhangwagen
19,796,Geen,0,2,0,Aanhangwagen
4,343,Benzine,2,2,0,Motorfiets
3,1216,Benzine,5,4,4,Personenauto
4,20695,Elektriciteit,46,10,4,Bus
5,1381,Benzine,5,4,5,Personenauto
14,944,Geen,0,2,0,Aanhangwagen
16,820,Geen,0,2,0,Aanhangwagen
31,725,Geen,0,2,0,Aanhangwagen
8,16515,Diesel,45,6,3,Bus
6,306,Benzine,2,2,0,Motorfiets
14,8980,Diesel,19,4,2,Bus
0,177,Benzine,2,2,0,Motorfiets
21,1230,Geen,0,2,0,Aanhangwagen
10,815,Benzine,4,4,4,Personenauto
2,1355,Diesel,5,4,4,Personenauto
6,11475,Diesel,49,4,2,Bus
0,18679,Diesel,85,8,2,Bus
3,13160,Elektriciteit,30,6,3,Bus
13,183,Benzine,2,2,0,Motorfiets
9,8945,Diesel,39,4,4,Bus
27,360,Geen,0,2,0,Aanhangwagen
8,1680,Benzine,5,4,4,Personenauto
14,942,Geen,0,2,0,Aanhangwagen
3,188,Benzine,2,2,0,Motorfiets
9,190,Benzine,2,2,0,Motorfiets
14,213,Benzine,2,2,0,Motorfiets
40,105,Benzine,2,2,0,Motorfiets
8,830,Benzine,4,4,4,Personenauto
3,209,Benzine,2,2,0,Motorfiets
9,13160,Diesel,19,4,3,Bus
3,12750,Elektriciteit,32,6,6,Bus
13,112,Benzine,2,2,0,Motorfiets
11,780,Benzine,4,4,4,Personenauto
3,950,Benzine,5,4,4,Personenauto
3,267,Benzine,2,2,0,Motorfiets
13,187,Benzine,2,2,0,Motorfiets
7,19200,Diesel,93,6,5,Bus
2,1134,Benzine,5,4,5,Personenauto
27,560,Geen,0,2,0,Aanhangwagen
35,490,Geen,0,2,0,Aanhangwagen
18,1555,Benzine,7,4,4,Personenauto
22,680,Geen,0,2,0,Aanhangwagen
24,620,Geen,0,2,0,Aanhangwagen
14,17855,Diesel,36,6,4,Bus
35,460,Geen,0,2,0,Aanhangwagen
25,820,Geen,0,2,0,Aanhangwagen
2,232,Benzine,2,2,0,Motorfiets
15,955,Benzine,4,4,2,Personenauto
6,1617,Benzine,5,4,5,Personenauto
31,400,Geen,0,2,0,Aanhangwagen
9,242,Benzine,2,2,0,Motorfiets
8,1470,Elektriciteit,7,4,4,Personenauto
42,568,Geen,0,2,0,Aanhangwagen
14,16080,Diesel,61,6,3,Bus
11,204,Benzine,2,2,0,Motorfiets
1,13340,Waterstof,35,6,2,Bus
20,113,Benzine,1,2,0,Motorfiets
14,165,Benzine,2,2,0,Motorfiets
15,874,Geen,0,2,0,Aanhangwagen
5,1295,Benzine,5,4,4,Personenauto
5,262,Benzine,2,2,0,Motorfiets
35,1053,Geen,0,2,0,Aanhangwagen
2,1271,Benzine,5,4,4,Personenauto
6,1335,Benzine,5,4,5,Personenauto
2,4035,Elektriciteit,20,6,1,Bus
15,307,Benzine,2,2,0,Motorfiets
12,216,Benzine,2,2,0,Motorfiets
6,3800,Diesel,23,4,2,Bus
30,775,Geen,0,2,0,Aanhangwagen
5,151,Benzine,2,2,0,Motorfiets
2,13595,Elektriciteit,34,6,4,Bus
7,230,Benzine,2,2,0,Motorfiets
12,12185,CNG,37,4,3,Bus
22,740,Geen,0,2,0,Aanhangwagen
7,306,Benzine,2,2,0,Motorfiets
1,160,Benzine,2,2,0,Motorfiets
2,1945,Benzine,7,4,5,Personenauto
7,820,Benzine,5,4,4,Personenauto
20,1168,Benzine,5,4,4,Personenauto
9,175,Benzine,2,2,0,Motorfiets
4,830,Benzine,4,4,4,Personenauto
38,631,Geen,0,2,0,Aanhangwagen
10,1410,Geen,0,2,0,Aanhangwagen
2,1168,Benzine,5,4,4,Personenauto
15,1188,Benzine,5,4,2,Personenauto
0,1395,Elektriciteit,5,4,4,Personenauto
15,184,Benzine,2,2,0,Motorfiets
9,8945,Diesel,41,4,2,Bus
1,1345,Elektriciteit,5,4,4,Personenauto
47,8230,Diesel,52,4,6,Bus
2,12455,Diesel,39,6,4,Bus
0,123,Benzine,2,2,0,Motorfiets
9,1511,Benzine,5,4,4,Personenauto
1,211,Benzine,2,2,0,Motorfiets
13,9260,Geen,0,2,0,Aanhangwagen
20,900,Geen,0,2,0,Aanhangwagen
12,720,Geen,0,2,0,Aanhangwagen
16,810,Geen,0,2,0,Aanhangwagen
34,667,Geen,0,2,0,Aanhangwagen
10,1403,Benzine,4,4,2,Personenauto
14,1165,Benzine,5,4,2,Personenauto
5,10295,Elektriciteit,29,6,3,Bus
19,960,Geen,0,2,0,Aanhangwagen
24,480,Geen,0,2,0,Aanhangwagen
35,560,Geen,0,2,0,Aanhangwagen
2,21235,Elektriciteit,45,10,6,Bus
2,12455,Diesel,39,6,4,Bus
10,251,Benzine,2,2,0,Motorfiets
42,835,Geen,0,2,0,Aanhangwagen
2,11880,CNG,36,6,2,Bus
30,618,Geen,0,2,0,Aanhangwagen
1,1712,Benzine,5,4,5,Personenauto
21,1900,Geen,0,2,0,Aanhangwagen
22,910,Geen,0,2,0,Aanhangwagen
14,650,Geen,0,2,0,Aanhangwagen
10,163,Benzine,2,2,0,Motorfiets
35,520,Geen,0,2,0,Aanhangwagen
4,180,Benzine,2,2,0,Motorfiets
2,113,Benzine,1,2,0,Motorfiets
19,1040,Geen,0,2,0,Aanhangwagen
13,237,Benzine,2,2,0,Motorfiets
24,400,Geen,0,6,0,Aanhangwagen
10,220,Benzine,2,2,0,Motorfiets
20,1331,Benzine,5,4,4,Personenauto
11,188,Benzine,2,2,0,Motorfiets
23,320,Geen,0,2,0,Aanhangwagen
18,995,Geen,0,2,0,Aanhangwagen
1,13650,Elektriciteit,44,6,4,Bus
6,830,Benzine,5,4,5,Personenauto
4,20695,Elektriciteit,46,10,4,Bus
2,12455,Diesel,39,6,4,Bus
16,1295,Benzine,5,4,4,Personenauto
8,22800,Diesel,50,8,2,Bus
3,11475,Diesel,46,6,3,Bus
16,270,Geen,0,2,0,Aanhangwagen
14,1175,Benzine,5,4,2,Personenauto
13,8728,Diesel,40,4,3,Bus
42,370,Geen,0,2,0,Aanhangwagen
0,1085,Benzine,5,4,5,Personenauto
12,15300,Diesel,51,6,2,Bus
9,12874,CNG,36,4,3,Bus
13,200,Benzine,2,2,0,Motorfiets
16,1275,Elektriciteit,5,4,4,Personenauto
12,300,Geen,0,2,0,Aanhangwagen
2,1584,Elektriciteit,5,4,4,Personenauto
12,615,Geen,0,2,0,Aanhangwagen
17,949,Geen,0,2,0,Aanhangwagen
12,165,Benzine,2,2,0,Motorfiets
7,196,Benzine,2,2,0,Motorfiets
9,1374,Geen,0,2,0,Aanhangwagen
12,12550,CNG,32,4,4,Bus
14,1250,Benzine,5,4,4,Personenauto
14,234,Benzine,2,2,0,Motorfiets
27,540,Geen,0,2,0,Aanhangwagen
9,205,Benzine,2,2,0,Motorfiets
9,8945,Diesel,39,4,4,Bus
4,9150,Diesel,43,6,3,Bus
13,245,Benzine,2,2,0,Motorfiets
34,1155,Geen,0,2,0,Aanhangwagen
12,830,Benzine,4,4,4,Personenauto
43,630,Geen,0,2,0,Aanhangwagen
5,213,Benzine,2,2,0,Motorfiets
16,242,Benzine,2,2,0,Motorfiets
11,8820,Diesel,43,4,2,Bus
43,620,Geen,0,2,0,Aanhangwagen
11,291,Benzine,2,2,0,Motorfiets
22,1040,Geen,0,2,0,Aanhangwagen
2,113,Benzine,1,2,0,Motorfiets
6,214,Benzine,2,2,0,Motorfiets
1,14900,Elektriciteit,44,6,3,Bus
1,1215,Benzine,5,4,5,Personenauto
16,205,Benzine,2,2,0,Motorfiets
5,280,Benzine,2,2,0,Motorfiets
7,1450,Benzine,5,4,5,Personenauto
22,1010,Geen,0,2,0,Aanhangwagen
13,198,Benzine,2,2,0,Motorfiets
6,13065,Diesel,59,4,2,Bus
21,845,Geen,0,4,0,Aanhangwagen
23,420,Geen,0,2,0,Aanhangwagen
13,174,Benzine,2,2,0,Motorfiets
13,1390,Benzine,5,4,4,Personenauto
7,2075,Elektriciteit,5,4,5,Personenauto
9,305,Benzine,2,2,0,Motorfiets
20,1223,Benzine,5,4,4,Personenauto
11,810,Geen,0,2,0,Aanhangwagen
0,1125,Elektriciteit,5,4,5,Personenauto
8,220,Benzine,2,2,0,Motorfiets
22,923,Benzine,5,4,2,Personenauto
2,222,Benzine,2,2,0,Motorfiets
6,15421,Diesel,65,6,2,Bus
10,10950,Diesel,34,4,2,Bus
5,19075,Elektriciteit,47,10,4,Bus
12,187,Benzine,2,2,0,Motorfiets
1,955,Benzine,5,4,4,Personenauto
2,12455,Elektriciteit,39,6,4,Bus
4,1212,Benzine,5,4,5,Personenauto
25,449,Geen,0,2,0,Aanhangwagen
4,839,Benzine,5,4,5,Personenauto
14,401,Geen,0,2,0,Aanhangwagen
20,1680,Benzine,5,4,4,Personenauto
16,580,Geen,0,2,0,Aanhangwagen
5,11280,Diesel,41,6,4,Bus
8,9000,Diesel,33,4,3,Bus
9,1067,Benzine,5,4,4,Personenauto
16,1311,Benzine,5,4,4,Personenauto
10,1004,Benzine,5,4,4,Personenauto
14,186,Benzine,2,2,0,Motorfiets
14,12760,Diesel,54,4,6,Bus
11,201,Benzine,2,2,0,Motorfiets
15,211,Benzine,2,2,0,Motorfiets
25,372,Geen,0,2,0,Aanhangwagen
12,11575,Diesel,44,4,4,Bus
4,1065,Benzine,5,4,5,Personenauto
5,1065,Benzine,5,4,4,Personenauto
25,840,Geen,0,2,0,Aanhangwagen
3,238,Benzine,2,2,0,Motorfiets
14,214,Benzine,2,2,0,Motorfiets
13,187,Benzine,2,2,0,Motorfiets
14,1200,Geen,0,2,0,Aanhangwagen
3,18758,Diesel,81,6,2,Bus
6,1060,Benzine,5,4,4,Personenauto
7,208,Benzine,2,2,0,Motorfiets
17,17000,Diesel,51,6,4,Bus
5,11280,Diesel,41,6,2,Bus
28,194,Benzine,2,2,0,Motorfiets
14,435,Geen,0,2,0,Aanhangwagen
18,960,Geen,0,2,0,Aanhangwagen
5,10295,Elektriciteit,29,6,3,Bus
4,18848,Diesel,54,8,2,Bus
13,11430,Diesel,34,4,2,Bus
17,480,Geen,0,2,0,Aanhangwagen
15,197,Benzine,2,2,0,Motorfiets
17,1020,Geen,0,2,0,Aanhangwagen
4,12350,Diesel,38,6,2,Bus
14,1020,Geen,0,2,0,Aanhangwagen
10,575,Geen,0,2,0,Aanhangwagen
10,1229,Benzine,4,4,2,Personenauto
17,17700,Diesel,66,6,3,Bus
15,865,Benzine,5,4,4,Personenauto
13,1063,Benzine,5,4,4,Personenauto
7,9250,Diesel,41,4,2,Bus
1,13650,Elektriciteit,44,6,4,Bus
19,1505,Benzine,4,4,2,Personenauto
16,116,Benzine,1,2,0,Motorfiets
25,415,Geen,0,2,0,Aanhangwagen
2,21235,Elektriciteit,45,10,6,Bus
11,1015,Benzine,4,4,2,Personenauto
20,1085,Geen,0,2,0,Aanhangwagen
10,243,Benzine,2,2,0,Motorfiets
12,197,Benzine,2,2,0,Motorfiets
1,1283,Benzine,5,4,4,Personenauto
23,620,Geen,0,2,0,Aanhangwagen
9,174,Benzine,2,2,0,Motorfiets
3,225,Benzine,2,2,0,Motorfiets
19,775,Benzine,4,4,4,Personenauto
14,12700,Diesel,57,6,4,Bus
12,232,Benzine,2,2,0,Motorfiets
21,470,Geen,0,2,0,Aanhangwagen
25,520,Geen,0,2,0,Aanhangwagen
14,844,Geen,0,2,0,Aanhangwagen
14,8783,Diesel,41,4,2,Bus
27,666,Geen,0,2,0,Aanhangwagen
10,151,Benzine,2,2,0,Motorfiets
1,1065,Benzine,5,4,4,Personenauto
3,1134,Benzine,5,4,4,Personenauto
2,1075,Benzine,5,4,5,Personenauto
8,16100,Diesel,61,8,3,Bus
15,320,Benzine,2,2,0,Motorfiets
3,3520,Diesel,21,4,3,Bus
6,1280,Benzine,5,4,4,Personenauto
40,90,Benzine,2,2,0,Motorfiets
12,186,Benzine,2,2,0,Motorfiets
2,16940,Diesel,67,8,3,Bus
8,9000,Diesel,33,4,4,Bus
13,232,Benzine,2,2,0,Motorfiets
29,1009,Geen,0,2,0,Aanhangwagen
24,418,Geen,0,2,0,Aanhangwagen
1,249,Benzine,1,2,0,Motorfiets
2,203,Benzine,2,2,0,Motorfiets
37,1230,Geen,0,4,0,Aanhangwagen
4,830,Benzine,4,4,4,Personenauto
32,640,Geen,0,2,0,Aanhangwagen
6,175,Benzine,2,2,0,Motorfiets
33,564,Geen,0,2,0,Aanhangwagen
10,306,Benzine,2,2,0,Motorfiets
16,1280,Benzine,5,4,4,Personenauto
0,3595,Diesel,24,4,2,Bus
14,300,Geen,0,2,0,Aanhangwagen
13,298,Benzine,2,2,0,Motorfiets
17,1245,Benzine,5,4,5,Personenauto
30,687,Geen,0,2,0,Aanhangwagen
14,185,Benzine,2,2,0,Motorfiets
19,242,Benzine,2,2,0,Motorfiets
26,1045,Geen,0,2,0,Aanhangwagen
2,17216,Elektriciteit,48,10,3,Bus
25,840,Geen,0,2,0,Aanhangwagen
12,11575,Diesel,44,4,2,Bus
35,510,Geen,0,2,0,Aanhangwagen
17,184,Benzine,2,2,0,Motorfiets
20,243,Geen,0,2,0,Aanhangwagen
2,13600,Elektriciteit,36,6,4,Bus
42,580,Geen,0,2,0,Aanhangwagen
17,955,Geen,0,2,0,Aanhangwagen
12,1277,Alcohol,5,4,4,Personenauto
6,1725,Elektriciteit,5,4,4,Personenauto
6,1096,Diesel,5,4,4,Personenauto
7,214,Benzine,2,2,0,Motorfiets
11,8820,Diesel,35,4,2,Bus
20,740,Geen,0,2,0,Aanhangwagen
4,1030,Benzine,5,4,4,Personenauto
4,950,Benzine,5,4,4,Personenauto
9,12920,CNG,36,4,2,Bus
5,9150,Diesel,39,6,4,Bus
13,8728,Diesel,41,4,3,Bus
19,960,Geen,0,2,0,Aanhangwagen
6,19760,Diesel,90,6,3,Bus
6,175,Benzine,2,2,0,Motorfiets
12,12350,CNG,32,4,6,Bus
37,600,Geen,0,2,0,Aanhangwagen
10,300,Geen,0,2,0,Aanhangwagen
4,11267,Diesel,44,4,2,Bus
0,19365,Elektriciteit,53,10,5,Bus
10,321,Benzine,2,2,0,Motorfiets
17,1538,Benzine,5,4,4,Personenauto
8,1535,Benzine,5,4,4,Personenauto
4,20515,Elektriciteit,50,10,3,Bus
12,11890,Diesel,44,4,4,Bus
15,215,Benzine,2,2,0,Motorfiets
9,3380,Diesel,17,4,2,Bus
13,8728,Diesel,40,4,4,Bus
7,950,Benzine,4,4,4,Personenauto
16,995,Benzine,5,4,4,Personenauto
14,195,Benzine,2,2,0,Motorfiets
3,242,Benzine,2,2,0,Motorfiets
31,661,Geen,0,2,0,Aanhangwagen
5,11710,Diesel,44,4,2,Bus
17,11560,Diesel,57,4,4,Bus
7,122,Benzine,2,2,0,Motorfiets
14,237,Benzine,2,2,0,Motorfiets
4,13665,Diesel,55,6,2,Bus
23,14440,Diesel,60,6,2,Bus
12,12350,CNG,32,4,2,Bus
1,13650,Elektriciteit,44,6,4,Bus
0,1345,Elektriciteit,5,4,4,Personenauto
12,332,Benzine,2,2,0,Motorfiets
39,790,Geen,0,2,0,Aanhangwagen
3,1045,Benzine,5,4,5,Personenauto
17,270,Benzine,2,2,0,Motorfiets
22,590,Geen,0,2,0,Aanhangwagen
16,190,Benzine,2,2,0,Motorfiets
17,760,Geen,0,2,0,Aanhangwagen
4,214,Benzine,2,2,0,Motorfiets
2,13609,Diesel,51,6,3,Bus
8,11500,Diesel,34,4,2,Bus
2,1245,Benzine,5,4,4,Personenauto
29,920,Geen,0,2,0,Aanhangwagen
16,229,Benzine,2,2,0,Motorfiets
14,1295,Benzine,5,4,4,Personenauto
10,306,Benzine,2,2,0,Motorfiets
36,707,Geen,0,2,0,Aanhangwagen
19,1025,Geen,0,2,0,Aanhangwagen
